UniqueID;ScientificName_corrected;ScientificName;Data;taxon_key;Species;Level;Genus;Family;Order;Class;DemersPelagic;EnvTemp;DepthRangeDeep;Lmax;BodyShape;Feeding_path;K;tm;trophic_level;DepthRangeDeepLevel;KLevel;tmLevel;trophic_levelLevel;LMaxLevel;BodyShapeILevel;EnvTempLevel;Protein_mu;Protein_l95;Protein_l50;Protein_u50;Protein_u95;Zinc_mu;Zinc_l95;Zinc_l50;Zinc_u50;Zinc_u95;Iron_mu;Iron_l95;Iron_l50;Iron_u50;Iron_u95;Calcium_mu;Calcium_l95;Calcium_l50;Calcium_u50;Calcium_u95;Omega3_mu;Omega3_l95;Omega3_l50;Omega3_u50;Omega3_u95;Vitamin_A_mu;Vitamin_A_l95;Vitamin_A_l50;Vitamin_A_u50;Vitamin_A_u95;Selenium_mu;Selenium_l95;Selenium_l50;Selenium_u50;Selenium_u95
1165;Centropyge loriculus;Centropyge loriculus;initial;NA;Centropyge loriculus;species;Centropyge;Pomacanthidae;Perciformes;Actinopterygii;reef_associated;tropical;60;15;short_deep;benthic;0.34;5.5;2.64;species;family;family;genus;species;species;species;17.7034184656391;16.3542693560904;17.2288391630892;17.7034184656391;19.1564367042188;0.670490190559313;0.288679476082289;0.49553727713395;0.670490190559313;1.99635105243309;1.09447342743525;0.400868181796799;0.751965212452182;1.09447342743525;4.70792969657961;429.122444723315;98.5475209028348;258.635533837266;429.122444723315;1900.83894134606;4.21884380022616;1.24459298204336;2.88780614843662;4.21884380022616;11.2352574910639;40.9764311601843;1.05654635903749;14.4463654049884;40.9764311601843;816.025415838419;23.5198583305046;3.89494916533934;13.2425793579812;23.5198583305046;122.011797627485
1166;Paracentropyge multifasciata;Centropyge multifasciata;initial;NA;Paracentropyge multifasciata;species;Paracentropyge;Pomacanthidae;Perciformes;Actinopterygii;reef_associated;tropical;30;12;short_deep;benthic;0.42;1.9;2.8;species;species;species;species;species;species;species;18.2749259052417;16.9911863551952;17.8246729300785;18.7373871049165;19.674466757478;0.56782956413772;0.248896296306137;0.422482971213602;0.784807557443558;1.5971250571731;0.900627519796584;0.340160862521702;0.628580261006536;1.3466863640833;3.48193985175317;467.299167245063;100.743958853972;279.962588854831;777.010584806987;2206.34253283193;4.63590535983606;1.66876579953723;3.35215340310056;6.25905541276579;10.9163205803203;23.4118616526257;0.903852901222548;9.19266288672015;56.617735406015;306.051529185798;25.4175453616829;4.24273256170321;14.4953524768214;44.063255852733;128.583534731029
2648;Paracentropyge multifasciata;Paracentropyge multifasciata;SERF;NA;Paracentropyge multifasciata;species;Paracentropyge;Pomacanthidae;Perciformes;Actinopterygii;reef_associated;tropical;30;12;short_deep;benthic;0.42;1.9;2.8;species;species;species;species;species;species;species;18.2749259052417;16.9911863551952;17.8246729300785;18.7373871049165;19.674466757478;0.56782956413772;0.248896296306137;0.422482971213602;0.784807557443558;1.5971250571731;0.900627519796584;0.340160862521702;0.628580261006536;1.3466863640833;3.48193985175317;467.299167245063;100.743958853972;279.962588854831;777.010584806987;2206.34253283193;4.63590535983606;1.66876579953723;3.35215340310056;6.25905541276579;10.9163205803203;23.4118616526257;0.903852901222548;9.19266288672015;56.617735406015;306.051529185798;25.4175453616829;4.24273256170321;14.4953524768214;44.063255852733;128.583534731029
1167;Centropyge multispinis;Centropyge multispinis;initial;NA;Centropyge multispinis;species;Centropyge;Pomacanthidae;Perciformes;Actinopterygii;reef_associated;tropical;30;14;short_deep;benthic;0.34;5.5;2.79;species;family;family;species;species;species;species;17.9762995284314;16.6149963738553;17.4959009269636;17.9762995284314;19.4542904398343;0.61532848888476;0.264395655356961;0.454873817961509;0.61532848888476;1.80864772331868;0.989598622394607;0.361161771229983;0.681351639646692;0.989598622394607;4.1570004703239;431.975660838538;97.3464288142241;258.80955420128;431.975660838538;1950.45141559514;3.91443415113315;1.1315300174867;2.68324444056416;3.91443415113315;10.4188313368922;38.9580419337773;1.05658534480026;13.861503819643;38.9580419337773;761.64358859147;18.3003526292622;2.695160594132;10.0248444371085;18.3003526292622;100.604529686992
1168;Centropyge nox;Centropyge nox;initial;NA;Centropyge nox;species;Centropyge;Pomacanthidae;Perciformes;Actinopterygii;reef_associated;tropical;70;10;short_deep;benthic;0.34;5.5;2.79;species;family;family;species;species;species;species;17.6138988114467;16.2399452270273;17.1285986382594;17.6138988114467;19.1052731416119;0.711768453156365;0.299143980141321;0.521418448112012;0.711768453156365;2.23645237125762;1.0693707307662;0.380484822424117;0.723004940498125;1.0693707307662;4.7860190692516;675.041716525404;153.233326506021;403.038668902552;675.041716525404;3089.48838381111;4.65426277162844;1.41177523128812;3.20758452352705;4.65426277162844;12.2695999977039;39.5176484321282;0.868953567222583;13.6704430083578;39.5176484321282;853.712697422792;21.3009902873224;3.29502129138831;11.8551261085744;21.3009902873224;114.467680341945
1169;Centropyge potteri;Centropyge potteri;initial;NA;Centropyge potteri;species;Centropyge;Pomacanthidae;Perciformes;Actinopterygii;reef_associated;tropical;138;10;short_deep;benthic;0.34;5.5;2.58;species;family;family;species;species;species;species;17.2910853380006;15.9167321298869;16.8032088741685;17.2910853380006;18.7729902869709;0.794784516294059;0.329887946349063;0.579640731071095;0.794784516294059;2.5631311079282;1.18586592019903;0.416604664779132;0.801027278613411;1.18586592019903;5.49738278944357;718.198018909336;163.234189957188;430.043370049219;718.198018909336;3253.82680802553;5.13739126195097;1.51504891936333;3.51330634414192;5.13739126195097;13.8282509693803;44.3109429022134;0.919616656640666;14.8638011226395;44.3109429022134;1031.89925019731;26.56280052808;4.39012711688913;15.1112946214649;26.56280052808;135.613768935358
1170;Centropyge shepardi;Centropyge shepardi;initial;611111;Centropyge shepardi;species;Centropyge;Pomacanthidae;Perciformes;Actinopterygii;reef_associated;tropical;56;9;short_deep;benthic;0.34;5.5;2;species;family;family;species;species;species;species;17.1460480013083;15.7280594570476;16.6477155674356;17.1460480013083;18.6762850259676;0.827280247198211;0.335459466669548;0.594344731757864;0.827280247198211;2.7478582866694;1.14862261804026;0.40429078763579;0.774927374811101;1.14862261804026;5.34134445926395;721.242185565241;154.583277891077;426.138148406691;721.242185565241;3390.96850134845;5.27592462907211;1.39774884791187;3.47353001266599;5.27592462907211;15.4915542550153;81.2624459921872;2.00811363168694;26.5709335299306;81.2624459921872;2120.3647282852;19.5284105807332;2.88577341678141;10.680901865939;19.5284105807332;105.103834133327
1171;Centropyge tibicen;Centropyge tibicen;initial;NA;Centropyge tibicen;species;Centropyge;Pomacanthidae;Perciformes;Actinopterygii;reef_associated;tropical;55;19;short_deep;benthic;0.34;5.5;2.79;species;family;family;species;species;species;species;17.9076657333679;16.5758549040459;17.4396560498324;17.9076657333679;19.3439165835693;0.619878683881038;0.271692827108121;0.460973778239717;0.619878683881038;1.78705106124187;1.07888316496947;0.398756762500338;0.744622336138459;1.07888316496947;4.49583425619466;332.212563633285;76.8793575111892;201.157017786408;332.212563633285;1455.92467848039;3.83084480947702;1.12912897562054;2.63466515091319;3.83084480947702;9.98882023380616;34.1191674508053;0.861453686476903;12.2194555821068;34.1191674508053;630.167813827297;24.8325604203192;4.21601960290752;14.0200575307486;24.8325604203192;126.955240629272
1172;Centropyge vrolikii;Centropyge vrolikii;initial;NA;Centropyge vrolikii;species;Centropyge;Pomacanthidae;Perciformes;Actinopterygii;reef_associated;tropical;25;12;short_deep;benthic;0.34;5.5;2.76;species;family;family;species;species;species;species;17.9554667502166;16.5763364476354;17.4664159966153;17.9554667502166;19.4570506538354;0.624443834753611;0.266181499631991;0.458524368152925;0.624443834753611;1.86367260809579;0.965116907308863;0.349950699548491;0.661671964431436;0.965116907308863;4.09341309140932;498.772562561391;111.14635696603;297.336220908368;498.772562561391;2300.6508647999;4.02827547586887;1.13898641177522;2.74776280976442;4.02827547586887;10.8481161163708;42.2400859495428;1.12798833946282;15.0446750142639;42.2400859495428;860.781064323907;16.3428190953115;2.23952670658102;8.81151731717725;16.3428190953115;92.2534235970034
1173;Centroscyllium fabricii;Centroscyllium fabricii;initial;600656;Centroscyllium fabricii;species;Centroscyllium;Etmopteridae;Squaliformes;Elasmobranchii;pelagic_oceanic;polar_deep;1600;107;elongate;benthic;0.05;12.7;3.84;species;family;family;species;species;species;species;18.2499580551108;17.3106886869568;17.9192427850099;18.2499580551108;19.240804800205;0.368653050022715;0.229186113550604;0.311838557364679;0.368653050022715;0.621300859859501;0.220234843794255;0.120281617445315;0.177086013076382;0.220234843794255;0.431187427827657;28.873353212861;10.1341089587922;20.326543892486;28.873353212861;80.0504060830978;2.76598356090739;1.21163970253497;2.14351339860824;2.76598356090739;5.38619521519518;2.63998829297244;0;0;2.63998829297244;204.708813400387;12.9554672739532;5.13994232705007;9.61829644131107;12.9554672739532;30.2792434792655
1174;Centroscymnus coelolepis;Centroscymnus coelolepis;initial;600662;Centroscymnus coelolepis;species;Centroscymnus;Somniosidae;Squaliformes;Elasmobranchii;pelagic_oceanic;polar_deep;3700;120;elongate;benthic;0.05;12.2;4.48;species;species;species;species;species;species;species;18.4783732689121;17.547813666334;18.1433349390696;18.4783732689121;19.4699501236644;0.35012477358021;0.220132347489327;0.296697052674859;0.35012477358021;0.57973744276284;0.222465499744888;0.121278811057563;0.178990000367854;0.222465499744888;0.440999099816584;28.3104250035407;10.4498018527771;20.2184646781496;28.3104250035407;74.9184724073094;2.65160230010607;1.17532621636452;2.07357566805368;2.65160230010607;5.01786498613332;0.874298100223345;0;0;0.874298100223345;95.1084935472714;17.7701904985408;7.2241943877781;13.2332324584962;17.7701904985408;41.9165983341586
1175;Centroselachus crepidater;Centroselachus crepidater;initial;NA;Centroselachus crepidater;species;Centroscymnus;Somniosidae;Squaliformes;Elasmobranchii;demersal;polar_deep;1834;114;elongate;benthic;0.05;12.2;4.42;genus;genus;genus;genus;genus;genus;genus;18.0492683566074;17.1206705930884;17.7266732383651;18.0492683566074;19.0482590515186;0.370358057990982;0.224095332087004;0.309979757741053;0.370358057990982;0.636738007511999;0.229665633960246;0.119023254569353;0.18211155078352;0.229665633960246;0.471935706518314;28.9581800545171;9.94011596348273;20.1032604300135;28.9581800545171;84.7044632946224;3.79962453121339;2.13331897631631;3.14944307991711;3.79962453121339;6.37201581300834;0.877783076839959;0;0;0.877783076839959;47.6480476385594;18.1929398540644;6.28579171579368;12.6329395269975;18.1929398540644;52.7525297080682
1176;Cephalopholis argus;Cephalopholis argus;initial;606396;Cephalopholis argus;species;Cephalopholis;Serranidae;Perciformes;Actinopterygii;reef_associated;tropical;40;60;fusiform;pelagic;0.44;3.2;4.16;species;genus;genus;species;species;species;species;21.0586468334975;19.7706354195952;20.6060941864074;21.0586468334975;22.3709381246667;0.656976582083197;0.307895543567014;0.500144803811684;0.656976582083197;1.69146349707681;1.6656426535392;0.619596926835884;1.14234494047841;1.6656426535392;7.30149948894357;213.510562891048;60.9468489085856;138.634163498625;213.510562891048;797.033140946909;2.79960906487208;1.0444965378283;2.07610107103393;2.79960906487208;6.20491671095103;65.5543722269693;5.73777282038561;29.5758485906973;65.5543722269693;633.128418116981;37.9385113730096;8.23109674926923;23.2758811037909;37.9385113730096;176.192540487301
798;Cephalopholis aurantia;Cephalopholis aurantia;SAU;658000;Cephalopholis aurantia;species;Cephalopholis;Serranidae;Perciformes;Actinopterygii;reef_associated;tropical;300;60;fusiform;benthic;0.18;3.6;4;species;species;species;species;species;species;species;19.1786396450271;18.1183680210271;18.803036848376;19.1786396450271;20.2707725288166;0.790574721133153;0.379419395167513;0.605993784716384;0.790574721133153;2.02582539574449;2.26911146280262;0.821601931828421;1.52840779930964;2.26911146280262;11.2504102028015;434.154914479704;133.303960569687;289.863882515132;434.154914479704;1528.15172872361;3.87721713640599;1.57860365612233;2.91061596140141;3.87721713640599;8.54184864558197;45.6880922815281;5.65099158936687;23.4983644961966;45.6880922815281;309.713152293771;53.2421441831999;14.3469820011266;35.1751572628687;53.2421441831999;200.875460258553
1177;Cephalopholis boenak;Cephalopholis boenak;initial;606444;Cephalopholis boenak;species;Cephalopholis;Serranidae;Perciformes;Actinopterygii;reef_associated;tropical;64;30;fusiform;benthic;0.42;1.8;4.1;species;species;species;species;species;species;species;19.8191889895037;18.6818931189873;19.4261525923297;19.8191889895037;21.0169999198468;0.684959517241882;0.32717864764409;0.521762753194718;0.684959517241882;1.73664814646237;1.61773085426774;0.608565959523854;1.11343181389209;1.61773085426774;7.11845369581581;637.42911894843;181.154543831315;412.259468877683;637.42911894843;2391.33026058228;3.97855075020199;1.67358238593194;3.01437066372383;3.97855075020199;8.55261513177496;36.4369139446248;4.08666166876098;18.2332669566356;36.4369139446248;254.543573052987;29.6304299957049;7.11774036229219;18.9486091651117;29.6304299957049;119.626243913741
1179;Cephalopholis cruentata;Cephalopholis cruentata;initial;600012;Cephalopholis cruentata;species;Cephalopholis;Serranidae;Perciformes;Actinopterygii;reef_associated;subtropical;170;42.6;fusiform;pelagic;0.34;4.5;4.16;species;species;species;species;species;species;species;22.7248711294371;21.4532829191391;22.2859653279034;22.7248711294371;24.0486640304326;0.377584880845135;0.187716921313625;0.292628074013824;0.377584880845135;0.867149875577523;1.49135744034917;0.529012649983552;1.00932233151658;1.49135744034917;6.89435070545241;400.714203397596;110.797396269547;258.399110935406;400.714203397596;1505.13928359769;2.35976313179932;0.809494937124772;1.72127936424024;2.35976313179932;5.28626549550232;27.1133106820113;1.8779833554625;11.985767275033;27.1133106820113;261.639108761969;16.2649992612211;3.58846251225037;10.010573988671;16.2649992612211;68.4813374707444
1180;Cephalopholis cyanostigma;Cephalopholis cyanostigma;initial;NA;Cephalopholis cyanostigma;species;Cephalopholis;Serranidae;Perciformes;Actinopterygii;reef_associated;tropical;50;40;fusiform;pelagic;0.44;3.2;4.17;species;genus;genus;species;species;species;species;20.8257810662146;19.5307458156164;20.3680277527023;20.8257810662146;22.1559002087132;0.723844912768126;0.331144390337618;0.544446738711839;0.723844912768126;1.93481251790095;1.66643102629373;0.603378821766825;1.13249900894485;1.66643102629373;7.56253521191684;335.763214812192;94.4595480459089;217.34829019073;335.763214812192;1265.07292919098;3.21025207523301;1.25015804223076;2.39761462084006;3.21025207523301;7.08709998584253;70.706355798383;6.37738180392103;32.0550607432666;70.706355798383;666.188692556098;35.3394317282435;7.66420703584453;21.7971396132305;35.3394317282435;161.854692382686
1181;Cephalopholis formosa;Cephalopholis formosa;initial;NA;Cephalopholis formosa;species;Cephalopholis;Serranidae;Perciformes;Actinopterygii;reef_associated;tropical;30;34;fusiform;pelagic;0.44;3.2;4.04;species;genus;genus;genus;species;species;species;20.834407326939;19.5044919743229;20.3670209113606;20.834407326939;22.2032404450173;0.724414153721348;0.327970202436945;0.543537719828648;0.724414153721348;1.95767632390275;1.57407007713743;0.574557145152043;1.07159133361704;1.57407007713743;6.99351202930691;378.324745246067;104.242756374352;243.623559354469;378.324745246067;1459.85746403547;3.25349193101893;1.20393562899461;2.40031815808348;3.25349193101893;7.41487706361497;86.0086090395332;8.11858708341004;39.3010184287838;86.0086090395332;805.105531209533;28.3712191732617;5.81032496154521;17.2766748080274;28.3712191732617;134.498484476799
1182;Cephalopholis fulva;Cephalopholis fulva;initial;608816;Cephalopholis fulva;species;Cephalopholis;Serranidae;Perciformes;Actinopterygii;reef_associated;subtropical;150;44;fusiform;benthic;0.2;3.7;4.1;species;species;species;species;species;species;species;21.699582838695;20.633887037813;21.3305305152874;21.699582838695;22.8084055960838;0.342823386855607;0.178073179166627;0.27103330944476;0.342823386855607;0.753576617779953;1.46699727095414;0.538434333951116;1.00164641803773;1.46699727095414;6.34255471578249;576.460766829754;165.53067936365;377.391034293847;576.460766829754;2104.78968108675;2.5665133718258;1.08378792926738;1.95621470135004;2.5665133718258;5.20185425654426;17.0313589705154;1.87732975235257;8.68682560490032;17.0313589705154;109.511930267438;12.2577598309904;2.76605183486784;7.75069968843672;12.2577598309904;46.8688700691523
1183;Cephalopholis hemistiktos;Cephalopholis hemistiktos;initial;606447;Cephalopholis hemistiktos;species;Cephalopholis;Serranidae;Perciformes;Actinopterygii;reef_associated;tropical;55;35;fusiform;benthic;0.11;3.2;4.02;species;species;species;species;species;species;species;19.506839306305;18.3771173187451;19.1142356545068;19.506839306305;20.7114936024592;0.724471903649351;0.340360283756604;0.549783193037945;0.724471903649351;1.88620382098257;1.72205277409294;0.63557615848841;1.17853281431924;1.72205277409294;7.83541898602057;687.965754589598;192.19608053769;440.182640125861;687.965754589598;2644.22644783797;3.96127365438434;1.60008692601765;2.96921783727366;3.96127365438434;8.72641993069173;60.4779973969174;8.33419789302935;31.5385393689487;60.4779973969174;393.243437090724;28.0788055358918;6.45809503273103;17.7203009608345;28.0788055358918;115.125226583316
448;Cephalopholis igarashiensis;Cephalopholis igarashiensis;SAU;605366;Cephalopholis igarashiensis;species;Cephalopholis;Serranidae;Perciformes;Actinopterygii;demersal;tropical;250;43;fusiform;benthic;0.57;1.2;4;species;species;species;species;species;species;species;19.586491721516;18.5807603714586;19.2301659452001;19.586491721516;20.6653321016635;1.45908434110507;0.883255333846731;1.21725996470726;1.45908434110507;2.64719124525704;1.72603572058572;0.846837864063687;1.32242198811985;1.72603572058572;4.28620768116274;415.757004057317;149.064235257783;291.504143268756;415.757004057317;1143.38264857148;7.09962797665807;3.43450668016185;5.59949413838376;7.09962797665807;13.999353508206;7.71191277123041;0.00856373477919562;3.16359549752594;7.71191277123041;76.6284755335945;47.9232606580712;20.2793535808209;35.8062213083538;47.9232606580712;111.96636914152
1184;Cephalopholis leopardus;Cephalopholis leopardus;initial;606448;Cephalopholis leopardus;species;Cephalopholis;Serranidae;Perciformes;Actinopterygii;reef_associated;tropical;40;24;fusiform;benthic;0.44;3.2;4.01;species;genus;genus;species;species;species;species;19.6494157457139;18.4665934019848;19.2411327661058;19.6494157457139;20.8943014473267;0.727298239124439;0.339768850303476;0.553953404916565;0.727298239124439;1.91234977341717;1.60203484253289;0.597486607520208;1.09603134036568;1.60203484253289;7.12786874329776;767.119785012566;221.843033585769;499.572787047393;767.119785012566;2844.10280332972;3.70588524079704;1.3826016068016;2.73744078915934;3.70588524079704;8.41923706436901;56.1395398331364;8.13302931673427;29.7073459372241;56.1395398331364;339.868431560807;18.4889238606417;3.89002791081357;11.5352874785231;18.4889238606417;80.1807651853136
1185;Cephalopholis microprion;Cephalopholis microprion;initial;NA;Cephalopholis microprion;species;Cephalopholis;Serranidae;Perciformes;Actinopterygii;reef_associated;tropical;52;25;fusiform;pelagic;0.44;3.2;4.04;species;genus;genus;genus;species;species;species;20.5240803640962;19.208724321478;20.0615427457272;20.5240803640962;21.8991697951106;0.812794278304796;0.360024102882;0.604342638873806;0.812794278304796;2.30065374396725;1.64955646718988;0.58491570807277;1.11451487482894;1.64955646718988;7.89416870933039;555.49875325469;149.482081317826;354.743599188734;555.49875325469;2188.67606540902;3.74922911518987;1.43992816418924;2.78774131144567;3.74922911518987;8.43795822000951;88.3274720500925;8.00010469392488;39.7436855177529;88.3274720500925;829.135770038081;30.485780805379;6.38081388337572;18.5699261215908;30.485780805379;142.089930252608
1186;Cephalopholis miniata;Cephalopholis miniata;initial;606450;Cephalopholis miniata;species;Cephalopholis;Serranidae;Perciformes;Actinopterygii;reef_associated;tropical;150;50;fusiform;pelagic;0.11;6.1;4.3;species;species;species;species;species;species;species;20.2343652353716;18.9513329372945;19.7830058610314;20.2343652353716;21.5671766924169;0.837328255356059;0.370896827452415;0.621481434980897;0.837328255356059;2.37175081977123;2.04397855487955;0.695182641372011;1.35063492414491;2.04397855487955;11.082094143243;390.841322668711;106.712616992922;250.872525790576;390.841322668711;1512.91174298709;3.43387804360666;1.38094534806749;2.57868904636191;3.43387804360666;7.52264978101646;89.0168306495841;6.89085386727166;37.7002247927202;89.0168306495841;1006.27450868493;49.7967269505026;11.0573533353122;30.6990354176937;49.7967269505026;227.59174793598
1188;Cephalopholis nigripinnis;Cephalopholis nigripinnis;initial;NA;Cephalopholis nigripinnis;species;Cephalopholis;Serranidae;Perciformes;Actinopterygii;reef_associated;tropical;60;28;fusiform;pelagic;0.44;3.2;4.04;species;genus;genus;genus;species;species;species;20.5211099498429;19.2303033412679;20.0646784693645;20.5211099498429;21.8659956327733;0.80737387104256;0.3611177042502;0.601906200426421;0.80737387104256;2.25081338195574;1.69274493624592;0.601595851414859;1.14565482372113;1.69274493624592;8.09307191130283;498.88327778226;136.655071742588;320.614331082064;498.88327778226;1920.6851410137;3.68878208823674;1.45559343227952;2.75289948773408;3.68878208823674;8.16873283697288;85.0807611772924;7.79518695131015;38.2711645501674;85.0807611772924;784.858335633155;33.1974241339629;7.15284593518134;20.3978894953019;33.1974241339629;152.371559812421
1189;Cephalopholis panamensis;Cephalopholis panamensis;initial;NA;Cephalopholis panamensis;species;Cephalopholis;Serranidae;Perciformes;Actinopterygii;reef_associated;tropical;80;31;fusiform;pelagic;0.2;3.2;4.04;species;species;genus;genus;species;species;species;20.3217192724577;19.0587653407735;19.8798601535393;20.3217192724577;21.6409296730872;0.839670270204841;0.371155895037345;0.62090193089445;0.839670270204841;2.38709520097856;1.77815359390494;0.622732711710563;1.19400786253125;1.77815359390494;9.10073770156514;555.772557300995;145.474392119874;352.027599683623;555.772557300995;2237.45319440005;4.08248708557258;1.73431190522736;3.09028792091042;4.08248708557258;8.69206234066299;93.8508050551918;8.34250274841487;41.7074843305819;93.8508050551918;912.57678310705;42.7753893465629;9.57357216729345;26.4632377434696;42.7753893465629;191.903937522822
1190;Cephalopholis polleni;Cephalopholis polleni;initial;606452;Cephalopholis polleni;species;Cephalopholis;Serranidae;Perciformes;Actinopterygii;reef_associated;tropical;120;43;fusiform;pelagic;0.44;3.2;4.04;species;genus;genus;genus;species;species;species;20.4655458891071;19.2405046126529;20.0338897213099;20.4655458891071;21.7291889825308;0.801286060468188;0.368552306519647;0.604697964238765;0.801286060468188;2.17555232171191;1.91227801723315;0.677396289083511;1.28690553700541;1.91227801723315;9.14470192589035;337.899265229541;98.5170841818132;221.620428314077;337.899265229541;1234.85154697195;3.51998838153398;1.4733962517045;2.66950119504901;3.51998838153398;7.48805607177722;71.2147078415889;6.87253874270743;32.5695288448774;71.2147078415889;636.761020310045;48.1368321892986;11.2950545867731;30.1509815503642;48.1368321892986;209.025203580414
1191;Cephalopholis sexmaculata;Cephalopholis sexmaculata;initial;606453;Cephalopholis sexmaculata;species;Cephalopholis;Serranidae;Perciformes;Actinopterygii;reef_associated;tropical;150;50;fusiform;benthic;0.63;3.2;4;species;species;genus;species;species;species;species;19.6243256700885;18.45744719126;19.2164900453472;19.6243256700885;20.8368446010906;0.718209298878441;0.348138480555974;0.554729989405678;0.718209298878441;1.80160218540102;1.98893977832864;0.739433985266497;1.35826467174479;1.98893977832864;9.1876571540982;344.818034317408;112.081970190869;233.743600402294;344.818034317408;1165.48426321763;3.21108348347611;1.04874025847838;2.29120388344861;3.21108348347611;7.76284346732916;36.278904159101;5.1235420470406;19.1003509701197;36.278904159101;216.279164583433;33.2399196009011;8.64201286106;21.5646775766627;33.2399196009011;127.997314656711
1192;Cephalopholis sonnerati;Cephalopholis sonnerati;initial;606454;Cephalopholis sonnerati;species;Cephalopholis;Serranidae;Perciformes;Actinopterygii;reef_associated;tropical;150;57;fusiform;benthic;0.44;3.2;3.81;species;genus;genus;species;species;species;species;19.4281160209465;18.37364820585;19.053683913484;19.4281160209465;20.5273614641608;0.740211822261173;0.360064606253716;0.573483714951409;0.740211822261173;1.85173208006412;2.08286115291666;0.781242271371902;1.42797103045764;2.08286115291666;9.46354181254165;346.413299449312;113.548444126539;235.828207043088;346.413299449312;1172.08218543227;3.46168935061647;1.30320148434949;2.54998910817794;3.46168935061647;7.80267337183817;46.8018038787952;6.83148461667701;24.9588574649758;46.8018038787952;280.558246812042;38.6287969848018;10.2464046426971;25.3818205410941;38.6287969848018;145.237696197439
1193;Cephalopholis spiloparaea;Cephalopholis spiloparaea;initial;606455;Cephalopholis spiloparaea;species;Cephalopholis;Serranidae;Perciformes;Actinopterygii;reef_associated;tropical;108;30;fusiform;pelagic;1;3.2;4.04;species;species;genus;genus;species;species;species;20.7029069965077;19.0858366744459;20.1430109627913;20.7029069965077;22.4106737120636;0.800856425129715;0.350910334727509;0.596946393155688;0.800856425129715;2.29113235420543;1.81504623949363;0.625798025289276;1.20214013775027;1.81504623949363;9.30658678272063;318.12170859729;87.9554489942799;203.07114872719;318.12170859729;1236.068561549;3.05272654807686;0.692798700548965;1.99214227063927;3.05272654807686;8.67325408503812;54.6211962939939;4.76561067794451;24.2205612176891;54.6211962939939;522.378901837543;30.4465517943609;6.39796213841201;18.5518419350128;30.4465517943609;141.941335235046
1195;Cephalopholis taeniops;Cephalopholis taeniops;initial;604936;Cephalopholis taeniops;species;Cephalopholis;Serranidae;Perciformes;Actinopterygii;demersal;tropical;200;70;fusiform;benthic;0.14;4.72;4.09;species;species;species;genus;species;species;species;19.2355047090275;18.2849331316524;18.8991342100901;19.2355047090275;20.2282468845635;1.53891238915484;0.933614123944213;1.28690997278166;1.53891238915484;2.78093892386471;1.95617846416957;0.950326310944161;1.49100189268186;1.95617846416957;5.10052255931458;349.721827218948;135.42493798382;252.065251363431;349.721827218948;910.025319996816;5.90108692796103;2.94024967154079;4.70539391968928;5.90108692796103;11.3091436213577;16.6940825582603;1.35196794922135;7.93426800240858;16.6940825582603;132.306923365784;38.6001998093049;15.961848331879;28.7661177311739;38.6001998093049;89.1305853696297
1196;Cephalopholis urodeta;Cephalopholis urodeta;initial;606456;Cephalopholis urodeta;species;Cephalopholis;Serranidae;Perciformes;Actinopterygii;reef_associated;tropical;60;28;fusiform;pelagic;1.39;3.2;4.02;species;species;genus;species;species;species;species;21.1104163299963;19.0393654922026;20.3863452026462;21.1104163299963;23.3208788427816;0.735473542870147;0.307360583582682;0.540334554922717;0.735473542870147;2.27363442617723;1.65377976265262;0.543724085702382;1.08029593898744;1.65377976265262;9.03802155522327;238.994240794016;57.2101095188612;145.149108016482;238.994240794016;1088.47405414917;2.44610451654476;0.127180132664336;1.34815764161286;2.44610451654476;9.48236199355744;46.386210019946;3.0803843020583;19.3216173830352;46.386210019946;514.620404582154;19.8224694188521;3.41471200524072;11.5163745522597;19.8224694188521;106.731311807744
1197;Cepola macrophthalma;Cepola macrophthalma;initial;600056;Cepola macrophthalma;species;Cepola;Cepolidae;Perciformes;Actinopterygii;demersal;subtropical;400;80;elongate;Pelagic;0.21;3.1;3.1;species;species;species;species;species;species;species;19.8320691534859;18.9404559996684;19.5248642017593;19.8320691534859;20.7542908326009;1.0156299394004;0.635536100429805;0.861552108798501;1.0156299394004;1.72987919089928;1.29575309540147;0.663174641564796;1.01741732850909;1.29575309540147;2.93795528806902;355.971918402932;134.35508012624;253.952678569537;355.971918402932;935.439332561662;3.87114254706973;2.31214171918504;3.26554664262703;3.87114254706973;6.2018309179207;9.63705178063718;0.415259435854398;4.31187081138487;9.63705178063718;78.4078387651441;23.1844326794514;10.8102985660916;17.92243305772;23.1844326794514;49.7915226397664
60;Cetengraulis edentulus;Cetengraulis edentulus;SAU;600547;Cetengraulis edentulus;species;Cetengraulis;Engraulidae;Clupeiformes;Actinopterygii;pelagic_neritic;tropical;32;18.2;fusiform;pelagic;0.22;3.6;2.1;genus;species;species;species;species;species;species;18.4175358227783;17.2839254195161;18.027589831962;18.4175358227783;19.6325531839519;3.30423208369646;1.66847990641276;2.57542867057529;3.30423208369646;7.8681768243715;3.40444098892953;1.48404387802548;2.49526558736564;3.40444098892953;10.6168376472846;835.642068714292;339.630756034062;615.05461472456;835.642068714292;2102.020989718;10.0324013579842;3.98370420128894;7.39841823964902;10.0324013579842;23.4948822835533;374.197810219444;49.1438896400927;185.40510753083;374.197810219444;2952.91529183272;12.0280266869209;4.29540696869279;8.68965556531979;12.0280266869209;30.6811494831213
