UniqueID;ScientificName_corrected;ScientificName;Data;taxon_key;Species;Level;Genus;Family;Order;Class;DemersPelagic;EnvTemp;DepthRangeDeep;Lmax;BodyShape;Feeding_path;K;tm;trophic_level;DepthRangeDeepLevel;KLevel;tmLevel;trophic_levelLevel;LMaxLevel;BodyShapeILevel;EnvTempLevel;Protein_mu;Protein_l95;Protein_l50;Protein_u50;Protein_u95;Zinc_mu;Zinc_l95;Zinc_l50;Zinc_u50;Zinc_u95;Iron_mu;Iron_l95;Iron_l50;Iron_u50;Iron_u95;Calcium_mu;Calcium_l95;Calcium_l50;Calcium_u50;Calcium_u95;Omega3_mu;Omega3_l95;Omega3_l50;Omega3_u50;Omega3_u95;Vitamin_A_mu;Vitamin_A_l95;Vitamin_A_l50;Vitamin_A_u50;Vitamin_A_u95;Selenium_mu;Selenium_l95;Selenium_l50;Selenium_u50;Selenium_u95
882;Acanthistius fuscus;Acanthistius fuscus;initial;NA;Acanthistius fuscus;species;Acanthistius;Serranidae;Perciformes;Actinopterygii;pelagic_neritic;tropical;78;19.2;fusiform;benthic;0.24;3.78;4.03;genus;family;family;genus;species;species;species;18.6038828503346;17.4300385439742;18.193228702224;18.6038828503346;19.9074906087227;1.98606351698855;1.03467806975122;1.57121363765009;1.98606351698855;4.44397103937287;2.80114001899812;1.08937461725581;1.95932084471152;2.80114001899812;10.854031583956;1230.49343640327;395.668665191103;826.497748458272;1230.49343640327;4003.80585167836;8.05061884113694;3.47879253415167;6.10608514175813;8.05061884113694;17.9842593702008;39.9780475924333;3.69342630613618;18.497886985592;39.9780475924333;356.895962351784;10.0927672738675;2.63721699657054;6.59427859555277;10.0927672738675;31.6053323882607
883;Acanthistius pardalotus;Acanthistius pardalotus;initial;NA;Acanthistius pardalotus;species;Acanthistius;Serranidae;Perciformes;Actinopterygii;reef_associated;temperate;78;18.3;fusiform;pelagic;0.24;3.78;4.03;genus;family;family;genus;species;genus;species;21.7017127038242;20.2863906613409;21.2013955878255;21.7017127038242;23.1984679430558;0.21617558645408;0.104052840813722;0.165427016910372;0.21617558645408;0.505989183194459;0.241386119078618;0.0947506698092731;0.172300858111168;0.241386119078618;0.717095022226735;156.772636690425;36.7369064665353;95.3179513346209;156.772636690425;699.030340467477;4.44240295905582;1.57749264009602;3.19375601709414;4.44240295905582;10.4780896883456;60.7203920752459;3.71727736029607;25.1673075237044;60.7203920752459;757.683559336564;7.09314607960444;0.899332070603483;3.93571840319538;7.09314607960444;36.0631096284195
884;Acanthistius serratus;Acanthistius serratus;initial;NA;Acanthistius serratus;species;Acanthistius;Serranidae;Perciformes;Actinopterygii;reef_associated;temperate;78;50;fusiform;pelagic;0.24;3.78;4.03;genus;family;family;genus;species;genus;species;22.132315825962;20.84280017965;21.6809437805427;22.132315825962;23.4814814045944;0.185277637569494;0.0944895720153536;0.144784314215066;0.185277637569494;0.400945997359989;0.253308911419015;0.108306002278065;0.186008366091853;0.253308911419015;0.688148293514616;53.3467290882208;12.9829552826385;33.045334002721;53.3467290882208;216.945291593693;3.38015277819032;1.30577801959999;2.50821335931364;3.38015277819032;7.32117727935711;47.0744361291312;3.40316124101211;20.6658476889056;47.0744361291312;475.757965308545;10.3565778400376;1.86881094435224;6.16045848581735;10.3565778400376;47.7736980672348
885;Acanthocybium solandri;Acanthocybium solandri;initial;600089;Acanthocybium solandri;species;Acanthocybium;Scombridae;Perciformes;Actinopterygii;pelagic_oceanic;subtropical;20;250;elongate;pelagic;0.34;1.72;4.3;species;species;species;species;species;species;species;24.3348854003174;22.6624937625042;23.7580919079839;24.3348854003174;26.1053955170541;0.44224740658522;0.273748577331359;0.374592406776475;0.44224740658522;0.744230281259561;0.725028854720265;0.375291261973534;0.57287845531543;0.725028854720265;1.58299306650025;50.107775398023;15.4654726194098;33.6171611726768;50.107775398023;160.29126021045;0.959664354278992;0;0.513870922524131;0.959664354278992;3.10308581897577;4.1237255421244;0;1.26488726021487;4.1237255421244;58.6991277680954;17.401549985647;6.28126633438587;12.365770070911;17.401549985647;45.2744641225197
886;Acanthopagrus australis;Acanthopagrus australis;initial;NA;Acanthopagrus australis;species;Acanthopagrus;Sparidae;Perciformes;Actinopterygii;demersal;temperate;40;66;fusiform;benthic;0.51;2.69;3.1;genus;species;genus;species;species;species;species;20.9822683714365;19.9642985794085;20.6275329793555;20.9822683714365;22.0417481929889;0.301507604356257;0.211232429200734;0.265359310695444;0.301507604356257;0.443239659193558;0.239162348308799;0.133198683927689;0.194844916418024;0.239162348308799;0.447671408561688;37.2933475183175;14.7830518938338;27.130796874273;37.2933475183175;90.3951763008483;5.52238277584078;3.24182775298236;4.61772375377981;5.52238277584078;9.12812627775014;14.838417771376;2.45440626693577;8.52449616552683;14.838417771376;72.4888029400666;5.03129563020911;1.98144693698734;3.71268367870545;5.03129563020911;11.5198577265184
887;Acanthopagrus berda;Acanthopagrus berda;initial;605526;Acanthopagrus berda;species;Acanthopagrus;Sparidae;Perciformes;Actinopterygii;demersal;tropical;50;90;short_deep;benthic;0.27;2.69;3.33;species;species;genus;genus;species;species;species;18.950790266658;17.660243198511;18.4899413749214;18.950790266658;20.3447222157174;0.760531164111122;0.423955001835322;0.616258953536321;0.760531164111122;1.54624153404555;0.933899270934511;0.441088551771851;0.708556874325696;0.933899270934511;2.39964083447404;61.3977502491745;18.6139297215013;41.0475950966747;61.3977502491745;198.313065830155;4.57300649884167;1.50903732349705;3.243583898518;4.57300649884167;11.4047261588729;3.05870517178783;0;0.753773055405623;3.05870517178783;45.8648306872569;47.9746380233254;16.2242522328268;33.6170611032125;47.9746380233254;132.066447797562
888;Acanthopagrus bifasciatus;Acanthopagrus bifasciatus;initial;604543;Acanthopagrus bifasciatus;species;Acanthopagrus;Sparidae;Perciformes;Actinopterygii;reef_associated;tropical;20;36.2;fusiform;benthic;0.25;2.86;3.4;species;species;species;species;species;species;species;19.5183836470559;18.4374133094624;19.1428659239294;19.5183836470559;20.6648472694143;0.71008509446454;0.339309048432409;0.544802535291556;0.71008509446454;1.81791489380025;1.64187980552707;0.632165050938445;1.14136229961518;1.64187980552707;6.82725055878421;525.588563106858;154.745902726973;345.128866319163;525.588563106858;1924.79993979049;3.74978976182655;1.43317819196296;2.76896611398133;3.74978976182655;8.51311693595349;97.9397065211598;14.1089851705427;51.4975299173835;97.9397065211598;612.602300593535;20.1941687814492;4.51458358404028;12.6993744844119;20.1941687814492;85.3739488661352
889;Acanthopagrus latus;Acanthopagrus latus;initial;606356;Acanthopagrus latus;species;Acanthopagrus;Sparidae;Perciformes;Actinopterygii;demersal;subtropical;35;35.2;short_deep;benthic;0.47;1.52;3.37;genus;species;species;genus;species;species;species;21.3375332795032;20.0295592351366;20.8775032939294;21.3375332795032;22.7443329344148;0.357623781142708;0.212823972803346;0.297283585779583;0.357623781142708;0.643313129728839;0.626694112752973;0.286334933913318;0.470017982926296;0.626694112752973;1.63361523416538;140.163563027501;42.4020165167631;92.871465772722;140.163563027501;479.641206690402;3.88736449324001;1.84209945005921;3.05690710266573;3.88736449324001;7.41730291567507;0.26578672145141;0;0;0.26578672145141;11.8633918578954;11.2963101514029;3.57731325696352;7.77949343692732;11.2963101514029;31.1216195749159
575;Acanthopagrus schlegelii;Acanthopagrus schlegelii;SAU;606531;Acanthopagrus schlegelii;species;Acanthopagrus;Sparidae;Perciformes;Actinopterygii;demersal;subtropical;40;50;short_deep;benthic;0.28;2.5;3.2;genus;species;species;species;species;species;species;21.0212733957451;19.747769532638;20.5686588335055;21.0212733957451;22.3974623442227;0.37405012313125;0.223651542139125;0.310812239725987;0.37405012313125;0.671272097811265;0.688220399114999;0.311132183178439;0.516134717593459;0.688220399114999;1.81427906332406;114.002587077507;34.0906385103692;75.1831763099192;114.002587077507;398.535455848292;3.6846141267229;1.74883118575445;2.89724983619461;3.6846141267229;7.05291931695917;0.870823939731086;0;0;0.870823939731086;17.4709726033603;12.1794036714196;3.9244624302292;8.41275554351791;12.1794036714196;33.5997924002264
890;Acanthopagrus schlegelii;Acanthopagrus schlegelii schlegelii;initial;NA;Acanthopagrus schlegelii;species;Acanthopagrus;Sparidae;Perciformes;Actinopterygii;demersal;subtropical;40;50;short_deep;benthic;0.28;2.5;3.2;genus;species;species;species;species;species;species;21.0212733957451;19.747769532638;20.5686588335055;21.0212733957451;22.3974623442227;0.37405012313125;0.223651542139125;0.310812239725987;0.37405012313125;0.671272097811265;0.688220399114999;0.311132183178439;0.516134717593459;0.688220399114999;1.81427906332406;114.002587077507;34.0906385103692;75.1831763099192;114.002587077507;398.535455848292;3.6846141267229;1.74883118575445;2.89724983619461;3.6846141267229;7.05291931695917;0.870823939731086;0;0;0.870823939731086;17.4709726033603;12.1794036714196;3.9244624302292;8.41275554351791;12.1794036714196;33.5997924002264
891;Acanthurus achilles;Acanthurus achilles;initial;604306;Acanthurus achilles;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;reef_associated;tropical;10;24;short_deep;benthic;0.73;2.67;2;species;genus;genus;species;species;species;species;18.3891334982004;16.9148946667843;17.874194972565;18.3891334982004;19.9960710080091;0.52325175160539;0.226777344293549;0.38835387499318;0.52325175160539;1.46517876576779;0.931238701471669;0.348038994265159;0.644712910963128;0.931238701471669;3.78389189337175;155.255278956356;29.6217892364559;88.7263308707695;155.255278956356;759.972566789082;3.22408350604114;0.616487772530946;2.04751497111202;3.22408350604114;10.0984117036852;41.8456361548997;0.973544808897203;14.0655760721874;41.8456361548997;905.818535038203;17.2272924503857;2.3403352555915;9.17604586234102;17.2272924503857;100.273497010849
892;Acanthurus albipectoralis;Acanthurus albipectoralis;initial;NA;Acanthurus albipectoralis;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;reef_associated;tropical;20;33;fusiform;pelagic;0.73;2.67;3.4;species;genus;genus;species;species;species;species;20.719535330697;19.3180211932559;20.2353831276857;20.719535330697;22.1670497494005;0.750465225920862;0.343554611349214;0.567925237714379;0.750465225920862;2.04134761880475;1.60006959707319;0.59251934427954;1.09311822256208;1.60006959707319;6.95661709736858;294.062896331866;82.5158621867375;187.998507591429;294.062896331866;1097.84448454743;3.18244132399347;0.939620088177332;2.22225014973745;3.18244132399347;8.07443185204009;118.70064527935;12.0732792859818;55.5992327761219;118.70064527935;1023.02302047169;23.1235930147628;4.55179016940926;13.7832386917134;23.1235930147628;114.752856487187
893;Acanthurus auranticavus;Acanthurus auranticavus;initial;NA;Acanthurus auranticavus;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;reef_associated;tropical;20;45;short_deep;benthic;0.68;2.67;2.31;species;species;genus;genus;species;species;species;18.590043049683;17.1595365562455;18.0890655266891;18.590043049683;20.1370997902465;0.477603185291799;0.213986302251288;0.357858934746956;0.477603185291799;1.29008199741084;1.00388639924085;0.377269853177186;0.697536506074711;1.00388639924085;4.10482276921078;89.1376752897086;16.8552889902692;50.9782240789629;89.1376752897086;432.812113899492;2.81416878943377;0.539741326411058;1.81030850577365;2.81416878943377;8.47996543865324;26.2345445484607;0.310694393446911;8.5559854629413;26.2345445484607;569.27483888457;27.4709459512316;4.55130496962053;15.2930809700534;27.4709459512316;147.950198960198
894;Acanthurus bahianus;Acanthurus bahianus;initial;600942;Acanthurus bahianus;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;reef_associated;tropical;40;38.1;short_deep;benthic;1.13;2.67;2;species;species;genus;species;species;species;species;18.3669044594609;16.6264923494318;17.7541060273188;18.3669044594609;20.2681460578546;0.534358477046615;0.225442866274132;0.391082334937675;0.534358477046615;1.55601823775319;1.1121721876635;0.378073720216871;0.74479101518469;1.1121721876635;5.49644496367642;80.462106132156;12.9378601770129;43.3071753707521;80.462106132156;441.675685259788;2.73556971215095;0.197278981042611;1.531101501963;2.73556971215095;10.8077759825427;24.7174200266098;0;7.33752501417028;24.7174200266098;703.892709033263;25.6873564223888;3.97413145628075;13.862908803513;25.6873564223888;146.346166554931
895;Acanthurus bariene;Acanthurus bariene;initial;NA;Acanthurus bariene;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;reef_associated;tropical;50;50;short_deep;benthic;0.73;2.67;2;species;genus;genus;species;species;species;species;18.1770552584309;16.6868537209396;17.649256404785;18.1770552584309;19.7990132304107;0.540873409242121;0.234252749484291;0.400423789572165;0.540873409242121;1.53485583326194;1.1636108330857;0.415634463034076;0.795339256179632;1.1636108330857;5.41087585870158;83.7055601981253;15.0346248811827;46.920890800011;83.7055601981253;415.610627404036;3.10278582863725;0.537355616657368;1.93369934538156;3.10278582863725;10.1303569557974;29.5459543152936;0.253959309531273;9.1368167930126;29.5459543152936;744.128182600265;37.4353144615112;6.5971466366681;20.9903378690518;37.4353144615112;199.974871713313
896;Acanthurus blochii;Acanthurus blochii;initial;604750;Acanthurus blochii;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;reef_associated;tropical;15;45;short_deep;benthic;0.25;2.67;2;species;species;genus;species;species;species;species;18.2334507204171;16.8390504538855;17.745592166225;18.2334507204171;19.7250922813107;0.510496215742297;0.222651826514322;0.3790282153984;0.510496215742297;1.4402167653349;1.02897893311083;0.379705674482512;0.709813270847408;1.02897893311083;4.27049361412841;119.630901551282;22.2058677448463;68.3894092492753;119.630901551282;597.300767740938;3.49858676567345;0.798125148383649;2.26620946489475;3.49858676567345;10.2518559541648;46.569253581938;1.09677169963183;15.2795498313006;46.569253581938;1072.92787466253;31.8386438623992;5.05253380167936;17.4479763211239;31.8386438623992;178.580826183679
897;Acanthurus chirurgus;Acanthurus chirurgus;initial;NA;Acanthurus chirurgus;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;reef_associated;subtropical;25;39;short_deep;benthic;0.5;2.67;2;species;species;genus;species;species;species;species;20.3805389017562;18.8500258761048;19.8402784600349;20.3805389017562;22.0305906737299;0.250608618105203;0.119899470294102;0.193360430976521;0.250608618105203;0.587709153850196;0.822886515496506;0.306346197051064;0.568895104150861;0.822886515496506;3.15131510193027;123.967261954711;21.3565308604957;68.8547833029793;123.967261954711;700.444939005724;2.28241589519023;0.564940403539035;1.5345454659481;2.28241589519023;5.87109893968818;13.5796195215502;0;4.0058122516081;13.5796195215502;344.086522505556;10.0113998556781;1.23587927942326;5.46754168458546;10.0113998556781;54.0148482112916
898;Acanthurus coeruleus;Acanthurus coeruleus;initial;NA;Acanthurus coeruleus;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;reef_associated;tropical;40;39;short_deep;benthic;0.48;2.67;2;species;species;genus;species;species;species;species;18.0228782383766;16.6473662185316;17.5380506166046;18.0228782383766;19.4955992793249;0.564758679083404;0.247309038032581;0.419124045631583;0.564758679083404;1.59484933057372;1.13065383734979;0.418468272889983;0.779095066778089;1.13065383734979;4.76845261786619;128.977400011294;25.7546810810685;75.0380435106725;128.977400011294;601.701914089755;3.61957617392462;0.876824770188613;2.3839556663993;3.61957617392462;10.5593594522468;37.8040228238909;0.854941600477917;12.7116164963399;37.8040228238909;798.198211503118;36.5049066519953;6.46021828414783;20.5988403044669;36.5049066519953;189.812444090046
899;Acanthurus dussumieri;Acanthurus dussumieri;initial;601256;Acanthurus dussumieri;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;reef_associated;tropical;131;54;short_deep;benthic;0.3;2.67;2;species;species;genus;species;species;species;species;17.687495674996;16.32282050921;17.2062476601643;17.687495674996;19.1737961320248;0.613274262736675;0.263442752416901;0.450227852491617;0.613274262736675;1.80633166592032;1.33391756983316;0.474038639375172;0.905147377910158;1.33391756983316;6.27453388506093;117.586863051466;23.8003932349824;69.3027107256556;117.586863051466;544.189663315774;4.05385468277357;1.03073079475581;2.67018366215362;4.05385468277357;11.6326880440981;35.1331836338125;0.600257076775625;11.3577284517384;35.1331836338125;795.744778667136;65.4558428956181;12.4240139314738;37.6272400411661;65.4558428956181;325.481544410983
900;Acanthurus fowleri;Acanthurus fowleri;initial;NA;Acanthurus fowleri;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;reef_associated;tropical;50;45;fusiform;benthic;0.73;2.67;2.31;species;genus;genus;genus;species;species;species;18.8612539997409;17.5578454909566;18.4040670622121;18.8612539997409;20.2656399456738;0.881221829067365;0.396060238961851;0.663216562466176;0.881221829067365;2.49437357625235;2.16913241413146;0.759521269596335;1.45460789592385;2.16913241413146;11.4098878702784;305.783253506529;86.9176181287122;198.352772895308;305.783253506529;1141.68453627478;3.81978875146925;0.916920649069199;2.49893349629119;3.81978875146925;11.029785898894;150.971963469758;13.1242376472332;67.3465683184386;150.971963469758;1644.10657978842;24.1195266039588;5.20452376196203;14.7115608732097;24.1195266039588;105.777651283456
901;Acanthurus gahhm;Acanthurus gahhm;initial;617471;Acanthurus gahhm;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;reef_associated;tropical;40;40;short_deep;benthic;0.73;2.67;2.76;species;genus;genus;species;species;species;species;18.6694957031997;17.3018862170488;18.1896063722406;18.6694957031997;20.1536782323294;0.478997184468949;0.219259018994601;0.362245943273581;0.478997184468949;1.24644539444687;1.01658363671262;0.391407187901453;0.712367004193247;1.01658363671262;3.9871803238527;104.964363263252;22.3592466261758;62.5646875299146;104.964363263252;464.405578871474;2.84389284192409;0.688216133575205;1.91347638287487;2.84389284192409;7.80826397282413;16.4231717184239;0.0759856416752349;5.70980688108888;16.4231717184239;280.995656243848;31.5879537083998;5.91344326487877;18.2362642560544;31.5879537083998;156.609821897324
902;Acanthurus grammoptilus;Acanthurus grammoptilus;initial;NA;Acanthurus grammoptilus;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;reef_associated;tropical;91;35;short_deep;benthic;0.73;2.67;2.31;species;genus;genus;genus;species;species;species;18.0794116432346;16.6825812110216;17.5851244903891;18.0794116432346;19.6018730917269;0.576263101448779;0.255921023717083;0.430404163066602;0.576263101448779;1.60637081910516;1.17029212242853;0.435874260246912;0.809367532316306;1.17029212242853;5.05886444209973;130.397648209916;27.6572370050041;77.132824114211;130.397648209916;585.975847527025;3.47117211501147;0.821209121115618;2.27850828888844;3.47117211501147;10.1629516329416;23.3657212177166;0.302461942695333;8.05976993594729;23.3657212177166;428.216758037076;39.6460974952131;7.58858657442169;22.9022473485787;39.6460974952131;193.011363537357
903;Acanthurus guttatus;Acanthurus guttatus;initial;604736;Acanthurus guttatus;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;reef_associated;tropical;8;26;short_deep;benthic;0.73;2.67;2;species;genus;genus;species;species;species;species;18.4830305960443;16.9916037023854;17.9654449039883;18.4830305960443;20.10896651447;0.505096892077094;0.219450569691886;0.374253960433342;0.505096892077094;1.40749168699425;0.913253488480001;0.339775764215666;0.631103818627986;0.913253488480001;3.70310575525254;139.225754959105;25.7883804660906;78.9048407553588;139.225754959105;699.299107830101;3.08037831474164;0.541568420397876;1.92844045212311;3.08037831474164;9.84273074981021;41.6836722115356;0.907354988002162;13.7523837136402;41.6836722115356;958.949828037707;16.4648566326375;2.14221283453228;8.71995726909455;16.4648566326375;98.0851410386388
